"","X","P0x","P0y","P1x","P1y","P2x","P2y","P3x","P3y"
"1","AOI1",0.240234375,0.163932291666667,0.40771484375,0.163932291666667,0.40771484375,0.384114583333333,0.240234375,0.384114583333333
"2","AOI2",0.42265625,0.169140625,0.5787109375,0.169140625,0.5787109375,0.384114583333333,0.42265625,0.384114583333333
"3","AOI3",0.58974609375,0.174348958333333,0.75546875,0.174348958333333,0.75546875,0.38671875,0.58974609375,0.38671875
"4","AOI4",0.2431640625,0.396744791666667,0.40966796875,0.396744791666667,0.40966796875,0.61484375,0.2431640625,0.61484375
"5","AOI5",0.424609375,0.407161458333333,0.5748046875,0.407161458333333,0.5748046875,0.60703125,0.424609375,0.60703125
"6","AOI6",0.58583984375,0.399348958333333,0.7544921875,0.399348958333333,0.7544921875,0.609635416666667,0.58583984375,0.609635416666667
"7","AOI7",0.2451171875,0.622135416666667,0.40966796875,0.622135416666667,0.40966796875,0.843098958333333,0.2451171875,0.843098958333333
"8","AOI8",0.4197265625,0.622135416666667,0.5787109375,0.622135416666667,0.5787109375,0.844401041666667,0.4197265625,0.844401041666667
"9","AOI9",0.59169921875,0.62734375,0.75546875,0.62734375,0.75546875,0.843098958333333,0.59169921875,0.843098958333333
